record_id,date,city,season,temperature,feels_like_temperature,condition,humidity,pressure,wind_speed,cloud_cover,precipitation_probability,uv_index,visibility_km
1734,2044-07-17,Mumbai,Fall,22.4,20.4,Sunny,36,1007,30,9,7,8,12
1735,2044-07-22,London,Winter,6.3,2.7,Cloudy,52,1012,38,50,46,4,5
1736,2044-07-27,Berlin,Winter,5.8,0.6,Rainy,90,1022,46,92,96,0,4
1737,2044-08-01,Paris,Summer,22.8,22.8,Partly Cloudy,63,1005,7,37,13,7,15
1738,2044-08-06,New York,Winter,6.6,4.8,Sunny,48,1029,29,0,4,10,14
1739,2044-08-11,Dubai,Winter,22.7,21.0,Sunny,87,1027,41,7,7,8,19
1740,2044-08-16,Dubai,Fall,29.0,29.0,Cloudy,38,1008,17,80,54,1,6
1741,2044-08-21,London,Spring,21.4,22.4,Cloudy,77,1006,3,82,58,4,12
1742,2044-08-26,Tokyo,Fall,11.8,6.6,Partly Cloudy,70,997,46,62,21,5,23
1743,2044-08-31,Sydney,Spring,32.7,29.4,Partly Cloudy,77,1019,42,32,19,6,23
1744,2044-09-05,Sydney,Summer,25.1,25.5,Sunny,74,989,21,14,4,7,12
1745,2044-09-10,New York,Winter,15.3,15.3,Partly Cloudy,54,1021,2,30,6,4,25
1746,2044-09-15,Toronto,Summer,36.3,36.3,Partly Cloudy,54,984,14,20,12,5,23
1747,2044-09-20,Toronto,Spring,5.7,2.9,Sunny,48,989,34,2,5,9,19
1748,2044-09-25,Mumbai,Fall,18.0,12.8,Cloudy,68,1029,46,65,56,4,10
1749,2044-09-30,Berlin,Fall,15.2,11.8,Partly Cloudy,56,1000,37,34,7,6,17
1750,2044-10-05,Singapore,Summer,50.0,50.9,Partly Cloudy,92,1003,32,40,5,4,21
1751,2044-10-10,Tokyo,Spring,23.7,23.7,Partly Cloudy,48,1017,13,58,20,5,14
1752,2044-10-15,Paris,Summer,30.8,25.4,Sunny,57,982,47,15,9,9,22
1753,2044-10-20,Singapore,Summer,39.7,39.7,Cloudy,62,1019,0,55,50,4,12
1754,2044-10-25,Singapore,Winter,14.1,8.5,Partly Cloudy,39,1010,48,44,14,6,21
1755,2044-10-30,Dubai,Summer,43.7,42.7,Partly Cloudy,59,1020,25,58,15,6,12
1756,2044-11-04,New York,Winter,3.8,3.8,Partly Cloudy,51,1016,7,49,16,5,26
1757,2044-11-09,Sydney,Winter,10.4,4.6,Partly Cloudy,32,981,49,84,12,5,29
1758,2044-11-14,Mumbai,Fall,25.4,26.4,Sunny,77,981,15,11,4,7,14
1759,2044-11-19,Toronto,Winter,-4.1,-7.5,Cloudy,31,1018,37,91,28,2,11
1760,2044-11-24,New York,Winter,6.9,6.9,Sunny,83,1028,9,11,6,11,15
1761,2044-11-29,Dubai,Fall,23.6,19.4,Partly Cloudy,35,1021,41,32,21,5,22
1762,2044-12-04,Paris,Summer,36.9,33.7,Partly Cloudy,69,1023,36,83,15,6,15
1763,2044-12-09,Mumbai,Spring,30.4,29.4,Partly Cloudy,31,1013,25,48,17,6,22
1764,2044-12-14,Dubai,Spring,31.0,29.6,Partly Cloudy,31,1021,27,20,21,4,24
1765,2044-12-19,Sydney,Spring,24.5,26.6,Partly Cloudy,84,999,11,59,27,4,11
1766,2044-12-24,Sydney,Summer,34.3,37.2,Cloudy,89,1012,19,51,58,2,6
1767,2044-12-29,Sydney,Winter,9.4,3.8,Cloudy,35,983,48,53,28,2,6
1768,2045-01-03,New York,Spring,12.1,12.1,Partly Cloudy,48,1024,13,38,22,7,19
1769,2045-01-08,New York,Summer,26.6,21.6,Partly Cloudy,56,1023,45,48,27,4,22
1770,2045-01-13,Toronto,Winter,-5.7,-8.5,Cloudy,30,990,34,63,37,1,12
1771,2045-01-18,Toronto,Fall,8.7,7.1,Cloudy,62,1021,28,99,49,3,11
1772,2045-01-23,Paris,Spring,22.4,22.4,Partly Cloudy,69,1026,11,85,14,7,25
1773,2045-01-28,Mumbai,Winter,12.0,12.0,Partly Cloudy,61,984,17,25,16,5,26
1774,2045-02-02,London,Spring,2.1,-2.5,Cloudy,46,1004,43,70,45,4,13
1775,2045-02-07,London,Spring,11.9,11.9,Sunny,37,1028,1,6,1,11,17
1776,2045-02-12,Dubai,Spring,31.9,34.3,Rainy,86,1016,1,71,80,0,6
1777,2045-02-17,Sydney,Winter,1.4,1.4,Cloudy,71,1013,16,61,52,1,13
1778,2045-02-22,Mumbai,Summer,45.7,45.7,Cloudy,38,988,9,89,33,2,8
1779,2045-02-27,Singapore,Winter,22.0,22.0,Cloudy,64,985,17,87,29,1,9
1780,2045-03-04,New York,Spring,22.4,24.0,Partly Cloudy,82,997,21,23,18,7,14
1781,2045-03-09,Berlin,Winter,-1.1,-1.1,Partly Cloudy,83,993,18,39,23,7,22
1782,2045-03-14,Tokyo,Fall,13.1,13.1,Cloudy,54,998,0,75,45,1,14
1783,2045-03-19,Paris,Summer,39.2,41.8,Partly Cloudy,91,993,23,46,14,7,20
1784,2045-03-24,Sydney,Winter,22.6,21.7,Sunny,84,1019,35,7,0,7,24
1785,2045-03-29,Sydney,Fall,25.2,25.2,Partly Cloudy,75,996,24,53,6,5,26
1786,2045-04-03,Sydney,Summer,20.7,17.7,Sunny,53,1014,35,8,5,11,24
1787,2045-04-08,New York,Fall,7.8,5.8,Sunny,75,1008,30,2,9,8,21
1788,2045-04-13,New York,Summer,25.5,23.5,Cloudy,51,1021,30,53,53,4,8
1789,2045-04-18,Tokyo,Winter,4.3,4.3,Partly Cloudy,40,996,1,20,24,5,13
1790,2045-04-23,Singapore,Fall,28.1,29.2,Cloudy,77,1022,18,94,38,3,9
1791,2045-04-28,Mumbai,Spring,28.6,28.6,Partly Cloudy,37,987,11,47,28,5,25
1792,2045-05-03,Sydney,Fall,9.7,9.7,Partly Cloudy,68,980,9,46,12,5,24
1793,2045-05-08,London,Summer,37.7,35.7,Cloudy,64,1024,30,87,25,2,12
1794,2045-05-13,Toronto,Winter,7.0,2.2,Partly Cloudy,78,1015,44,67,24,5,29
1795,2045-05-18,London,Summer,25.5,26.0,Cloudy,75,986,21,83,58,1,12
1796,2045-05-23,Dubai,Fall,36.7,36.3,Partly Cloudy,67,1025,22,62,29,7,20
1797,2045-05-28,London,Fall,1.0,0.6,Sunny,37,984,22,15,1,10,26
1798,2045-06-02,Dubai,Spring,37.7,39.7,Cloudy,83,1003,14,73,41,1,7
1799,2045-06-07,Berlin,Winter,-3.1,-4.1,Cloudy,66,1007,25,89,26,2,11
1800,2045-06-12,Toronto,Winter,-4.8,-4.8,Cloudy,69,1022,2,92,52,2,5
1801,2045-06-17,London,Fall,12.7,12.3,Sunny,63,996,22,4,5,9,20
1802,2045-06-22,Berlin,Winter,-1.7,-1.7,Sunny,46,1016,19,10,7,8,14
1803,2045-06-27,Paris,Spring,8.4,3.6,Partly Cloudy,62,999,44,28,17,5,15
1804,2045-07-02,Mumbai,Summer,47.1,44.2,Partly Cloudy,76,982,39,78,27,4,23
1805,2045-07-07,Berlin,Winter,-0.1,-3.7,Cloudy,81,1016,38,69,37,2,5
1806,2045-07-12,Mumbai,Fall,21.8,21.8,Partly Cloudy,38,1005,7,47,18,7,12
1807,2045-07-17,London,Summer,27.2,27.2,Sunny,62,994,17,14,1,8,13
1808,2045-07-22,Singapore,Summer,46.2,45.1,Partly Cloudy,89,1027,40,83,8,7,10
1809,2045-07-27,Berlin,Spring,7.3,7.3,Partly Cloudy,50,987,5,33,19,6,13
1810,2045-08-01,Toronto,Fall,16.2,15.0,Partly Cloudy,87,992,26,59,9,4,23
1811,2045-08-06,London,Winter,-6.6,-9.6,Partly Cloudy,39,1027,35,61,25,6,16
1812,2045-08-11,Sydney,Fall,12.5,12.5,Sunny,35,982,14,1,1,9,16
1813,2045-08-16,New York,Summer,24.4,21.2,Cloudy,42,980,36,79,42,2,5
1814,2045-08-21,Berlin,Fall,15.5,15.5,Sunny,94,988,4,18,7,10,11
1815,2045-08-26,Toronto,Winter,1.9,-1.7,Cloudy,49,1010,38,97,37,2,11
1816,2045-08-31,Paris,Winter,7.8,7.8,Partly Cloudy,86,1020,8,48,8,4,12
1817,2045-09-05,Sydney,Spring,31.4,32.2,Partly Cloudy,75,1005,6,77,19,6,27
1818,2045-09-10,Paris,Winter,9.3,5.3,Cloudy,37,996,40,87,31,2,13
1819,2045-09-15,London,Winter,1.8,1.8,Partly Cloudy,39,1013,19,27,7,7,19
1820,2045-09-20,New York,Fall,8.0,8.0,Partly Cloudy,40,988,9,47,8,6,22
1821,2045-09-25,Berlin,Fall,17.9,16.9,Cloudy,41,992,25,95,40,1,12
1822,2045-09-30,Berlin,Summer,25.5,25.5,Partly Cloudy,39,984,3,36,20,5,12
1823,2045-10-05,Singapore,Spring,32.2,28.8,Cloudy,54,1020,37,73,25,1,14
1824,2045-10-10,Singapore,Fall,24.8,25.4,Partly Cloudy,78,992,23,48,6,7,18
1825,2045-10-15,London,Winter,0.1,0.1,Partly Cloudy,78,980,13,47,26,6,11
1826,2045-10-20,London,Summer,25.1,21.1,Partly Cloudy,40,1004,40,72,13,6,17
1827,2045-10-25,New York,Fall,9.6,9.6,Rainy,91,1026,0,87,71,2,5
1828,2045-10-30,Singapore,Spring,25.5,25.5,Cloudy,65,983,16,99,43,4,11
1829,2045-11-04,Toronto,Spring,12.3,7.5,Partly Cloudy,68,1015,44,28,18,5,18
1830,2045-11-09,Toronto,Summer,21.5,22.7,Partly Cloudy,82,989,23,59,21,5,22
1831,2045-11-14,New York,Summer,33.6,34.6,Partly Cloudy,85,1007,26,28,13,5,16
1832,2045-11-19,Toronto,Summer,26.7,26.7,Cloudy,30,985,6,57,31,1,11
1833,2045-11-24,Dubai,Summer,34.7,37.0,Partly Cloudy,85,1006,8,47,14,7,10
1834,2045-11-29,Mumbai,Summer,32.9,28.5,Partly Cloudy,33,991,42,22,15,6,11
1835,2045-12-04,New York,Winter,-0.1,-2.9,Partly Cloudy,59,1027,34,26,6,7,26
1836,2045-12-09,New York,Winter,5.7,5.7,Cloudy,41,982,11,94,50,4,14
1837,2045-12-14,Tokyo,Fall,20.1,20.1,Sunny,64,1025,20,6,0,10,24
1838,2045-12-19,Sydney,Spring,22.2,23.8,Partly Cloudy,81,1012,2,48,26,6,25
1839,2045-12-24,Sydney,Winter,9.0,9.0,Cloudy,60,989,14,53,20,3,11
1840,2045-12-29,Dubai,Winter,12.3,12.3,Partly Cloudy,81,1010,20,67,26,4,22
1841,2046-01-03,Singapore,Winter,8.1,8.1,Cloudy,36,994,9,77,53,4,9
1842,2046-01-08,London,Fall,2.4,-0.0,Partly Cloudy,51,986,32,41,16,5,17
1843,2046-01-13,London,Summer,35.8,33.0,Cloudy,85,1015,45,73,42,1,13
1844,2046-01-18,Paris,Fall,12.1,12.1,Cloudy,87,993,5,58,47,3,14
1845,2046-01-23,Dubai,Spring,27.7,31.2,Partly Cloudy,93,1027,1,43,24,6,10
1846,2046-01-28,New York,Spring,9.1,7.5,Cloudy,41,993,28,97,31,1,14
1847,2046-02-02,Dubai,Spring,37.3,33.5,Partly Cloudy,36,982,39,25,27,5,13
1848,2046-02-07,Dubai,Spring,27.0,26.7,Partly Cloudy,84,1028,32,22,5,7,27
1849,2046-02-12,Dubai,Winter,14.4,14.4,Rainy,91,1025,3,72,61,1,7
1850,2046-02-17,Sydney,Winter,12.1,12.1,Sunny,84,1029,3,7,1,9,10
1851,2046-02-22,Dubai,Fall,36.6,35.0,Partly Cloudy,65,982,28,52,21,4,12
1852,2046-02-27,Mumbai,Summer,35.9,32.7,Sunny,53,1001,36,13,8,8,19
1853,2046-03-04,London,Spring,25.8,26.2,Partly Cloudy,73,998,19,70,10,4,11
1854,2046-03-09,Paris,Fall,15.4,11.4,Sunny,46,1014,40,6,2,9,27
1855,2046-03-14,Mumbai,Winter,9.1,8.7,Sunny,31,991,22,8,5,10,11
1856,2046-03-19,Paris,Winter,8.7,3.9,Sunny,42,984,44,2,6,9,22
1857,2046-03-24,Tokyo,Summer,34.4,34.4,Cloudy,60,989,17,77,38,2,9
1858,2046-03-29,Paris,Summer,29.0,23.4,Sunny,57,1020,48,16,3,8,18
1859,2046-04-03,London,Summer,26.7,28.8,Partly Cloudy,89,1012,24,43,21,4,11
1860,2046-04-08,London,Fall,3.5,3.5,Cloudy,56,992,0,85,25,3,6
1861,2046-04-13,Dubai,Winter,16.1,16.1,Partly Cloudy,44,1014,14,45,19,5,14
1862,2046-04-18,Berlin,Winter,7.9,5.3,Cloudy,62,1011,33,89,41,1,11
1863,2046-04-23,Tokyo,Summer,30.3,24.9,Cloudy,49,990,47,57,53,1,11
1864,2046-04-28,New York,Spring,20.2,20.3,Partly Cloudy,71,1027,19,27,9,6,12
1865,2046-05-03,Toronto,Summer,34.2,31.0,Sunny,41,1017,36,13,4,11,23
1866,2046-05-08,Paris,Fall,16.1,14.9,Sunny,52,1003,26,8,6,9,10
1867,2046-05-13,Berlin,Summer,20.5,20.3,Partly Cloudy,43,1014,21,25,9,4,18
1868,2046-05-18,Dubai,Summer,43.8,43.8,Sunny,54,998,4,1,9,7,25
1869,2046-05-23,Sydney,Fall,16.1,13.5,Partly Cloudy,60,985,33,74,8,5,26
1870,2046-05-28,New York,Summer,35.2,33.6,Partly Cloudy,83,1019,38,80,16,7,17
1871,2046-06-02,Singapore,Winter,22.7,22.7,Partly Cloudy,34,1024,2,33,19,5,24
1872,2046-06-07,Berlin,Spring,15.9,15.9,Sunny,42,1023,16,18,9,7,17
1873,2046-06-12,Sydney,Summer,32.2,31.6,Partly Cloudy,57,1021,23,38,22,5,16
1874,2046-06-17,Tokyo,Fall,14.2,13.6,Cloudy,72,1014,23,81,43,3,13
1875,2046-06-22,Dubai,Spring,27.2,28.1,Sunny,76,983,2,12,4,7,11
1876,2046-06-27,New York,Fall,15.5,10.7,Sunny,67,1012,44,4,3,8,19
1877,2046-07-02,New York,Spring,14.2,14.2,Partly Cloudy,91,992,6,49,13,5,14
1878,2046-07-07,New York,Spring,23.3,22.5,Partly Cloudy,68,1015,24,22,22,5,25
1879,2046-07-12,Tokyo,Summer,26.8,26.8,Cloudy,66,1022,2,87,54,2,9
1880,2046-07-17,Paris,Winter,5.3,5.3,Partly Cloudy,37,998,14,28,28,4,10
1881,2046-07-22,Singapore,Summer,38.3,38.3,Cloudy,81,1022,28,71,23,2,10
1882,2046-07-27,Tokyo,Fall,12.1,6.3,Partly Cloudy,62,991,49,25,13,6,19
1883,2046-08-01,Toronto,Fall,6.2,4.6,Cloudy,71,990,28,78,45,4,14
1884,2046-08-06,Singapore,Spring,41.1,41.1,Cloudy,56,985,9,56,29,4,14
1885,2046-08-11,London,Spring,18.4,16.2,Sunny,37,991,31,0,8,10,28
1886,2046-08-16,Dubai,Winter,15.9,15.5,Partly Cloudy,52,1006,22,27,14,6,22
1887,2046-08-21,Tokyo,Summer,40.7,40.6,Cloudy,93,1020,38,61,28,4,14
1888,2046-08-26,Sydney,Fall,13.6,13.6,Partly Cloudy,49,1004,8,46,5,4,28
1889,2046-08-31,Singapore,Spring,26.9,23.7,Cloudy,45,1021,36,77,35,1,7
1890,2046-09-05,Toronto,Winter,3.3,-0.5,Cloudy,46,982,39,97,32,3,8
1891,2046-09-10,London,Fall,4.1,4.1,Cloudy,48,982,13,58,57,3,13
1892,2046-09-15,Paris,Spring,13.7,13.7,Partly Cloudy,37,999,3,30,18,4,17
1893,2046-09-20,Sydney,Fall,28.3,28.3,Partly Cloudy,67,1007,19,69,12,6,21
1894,2046-09-25,Singapore,Winter,11.8,10.4,Partly Cloudy,67,1002,27,48,27,6,26
1895,2046-09-30,Dubai,Winter,20.6,22.4,Sunny,82,1027,13,4,6,11,10
1896,2046-10-05,Sydney,Fall,29.5,24.9,Partly Cloudy,60,982,43,30,22,4,11
1897,2046-10-10,London,Summer,40.0,37.8,Partly Cloudy,73,1021,33,36,24,5,18
1898,2046-10-15,Sydney,Fall,21.5,24.4,Rainy,89,1003,12,78,60,1,3
1899,2046-10-20,Mumbai,Spring,31.7,29.7,Sunny,46,1022,30,14,6,10,10
1900,2046-10-25,Berlin,Summer,15.5,13.1,Cloudy,68,1019,32,51,23,3,7
1901,2046-10-30,Paris,Spring,20.0,16.4,Cloudy,71,985,38,68,44,1,5
1902,2046-11-04,London,Fall,15.4,14.0,Cloudy,77,999,27,91,25,4,9
1903,2046-11-09,Sydney,Summer,30.9,30.1,Cloudy,41,990,24,96,41,2,8
1904,2046-11-14,Berlin,Spring,11.7,9.5,Sunny,47,1011,31,10,5,9,21
1905,2046-11-19,Berlin,Fall,-0.9,-0.9,Partly Cloudy,35,1006,8,42,26,7,13
1906,2046-11-24,Sydney,Fall,16.4,15.0,Cloudy,72,1000,27,69,55,3,7
1907,2046-11-29,Dubai,Summer,50.0,48.0,Partly Cloudy,64,1023,30,22,25,7,23
1908,2046-12-04,Mumbai,Fall,21.2,23.2,Partly Cloudy,83,1027,16,39,7,6,13
1909,2046-12-09,Tokyo,Winter,1.7,1.3,Cloudy,91,1029,22,62,34,3,7
1910,2046-12-14,Mumbai,Spring,29.4,29.4,Sunny,45,992,12,1,1,11,15
1911,2046-12-19,Sydney,Spring,17.0,17.0,Partly Cloudy,37,1001,9,78,27,6,26
1912,2046-12-24,Paris,Fall,8.4,8.4,Cloudy,60,1014,15,86,36,2,6
1913,2046-12-29,Tokyo,Fall,16.1,16.1,Cloudy,39,1026,5,85,42,1,12
1914,2047-01-03,London,Winter,5.4,0.0,Rainy,85,1001,47,72,93,2,4
1915,2047-01-08,Mumbai,Summer,45.6,45.6,Partly Cloudy,49,1007,10,46,25,5,29
1916,2047-01-13,Sydney,Fall,12.5,12.5,Partly Cloudy,34,1000,2,29,5,5,21
1917,2047-01-18,Mumbai,Fall,25.5,24.1,Sunny,52,1025,27,15,4,10,26
1918,2047-01-23,Tokyo,Fall,11.6,7.6,Cloudy,38,997,40,58,36,1,7
1919,2047-01-28,Toronto,Fall,10.4,10.4,Partly Cloudy,87,1010,14,46,5,4,10
1920,2047-02-02,Singapore,Spring,36.0,38.7,Partly Cloudy,88,1025,12,29,11,7,20
1921,2047-02-07,Mumbai,Fall,18.4,14.2,Sunny,83,1016,41,8,2,10,19
1922,2047-02-12,London,Spring,14.7,9.9,Cloudy,75,1000,44,64,45,4,9
1923,2047-02-17,London,Fall,6.9,6.9,Partly Cloudy,51,993,16,58,20,4,26
1924,2047-02-22,New York,Summer,29.0,32.4,Partly Cloudy,93,1004,6,63,20,5,18
1925,2047-02-27,Mumbai,Winter,4.0,2.6,Sunny,37,1006,27,7,8,8,17
1926,2047-03-04,Singapore,Summer,32.6,29.2,Partly Cloudy,49,1019,37,51,29,6,19
1927,2047-03-09,Dubai,Fall,35.3,36.8,Sunny,80,1002,12,17,9,11,17
1928,2047-03-14,Berlin,Fall,19.1,19.1,Cloudy,68,1010,16,90,46,1,7
1929,2047-03-19,Singapore,Fall,27.7,27.7,Partly Cloudy,66,1026,14,81,29,7,21
1930,2047-03-24,Berlin,Summer,32.9,31.2,Cloudy,79,1008,35,95,36,1,12
1931,2047-03-29,Berlin,Fall,11.0,9.6,Cloudy,63,1026,27,57,23,1,8
1932,2047-04-03,Toronto,Summer,26.2,26.2,Partly Cloudy,62,1009,14,48,21,5,27
1933,2047-04-08,New York,Spring,19.5,14.5,Partly Cloudy,60,1005,45,31,5,4,18
1934,2047-04-13,Singapore,Winter,8.1,8.1,Partly Cloudy,83,999,10,47,29,5,13
1935,2047-04-18,Singapore,Winter,18.1,16.1,Partly Cloudy,73,1017,30,44,25,5,11
1936,2047-04-23,Toronto,Summer,33.4,33.4,Cloudy,63,998,3,53,36,1,11
1937,2047-04-28,Mumbai,Spring,35.9,36.2,Cloudy,91,1006,34,99,30,2,6
1938,2047-05-03,Mumbai,Summer,48.0,45.4,Cloudy,52,1004,33,99,49,4,6
1939,2047-05-08,Mumbai,Spring,36.4,35.9,Partly Cloudy,75,1019,26,84,22,5,11
1940,2047-05-13,Paris,Fall,10.6,10.6,Partly Cloudy,85,1017,9,45,24,4,19
1941,2047-05-18,Berlin,Spring,12.2,10.4,Cloudy,36,1002,29,95,53,4,7
1942,2047-05-23,Paris,Spring,27.3,25.5,Partly Cloudy,90,1008,44,30,13,7,28
1943,2047-05-28,New York,Spring,13.6,13.6,Partly Cloudy,32,994,19,36,13,4,11
1944,2047-06-02,Toronto,Winter,9.1,7.5,Sunny,67,982,28,15,6,9,12
1945,2047-06-07,Singapore,Spring,26.5,24.9,Partly Cloudy,63,989,28,45,18,5,18
1946,2047-06-12,Berlin,Fall,10.5,10.1,Partly Cloudy,73,994,22,45,11,5,20
1947,2047-06-17,Paris,Fall,13.4,7.6,Partly Cloudy,59,995,49,77,6,6,20
1948,2047-06-22,Paris,Fall,11.9,11.9,Cloudy,46,996,20,87,31,4,7
1949,2047-06-27,Sydney,Spring,21.1,18.4,Rainy,88,998,47,88,87,2,6
1950,2047-07-02,Paris,Summer,16.2,11.8,Cloudy,39,990,42,60,51,1,11
1951,2047-07-07,Dubai,Summer,45.4,45.4,Partly Cloudy,47,1027,9,45,28,6,26
1952,2047-07-12,Singapore,Fall,14.4,10.4,Partly Cloudy,74,984,40,50,21,7,25
1953,2047-07-17,Dubai,Winter,14.0,14.0,Cloudy,88,984,11,61,43,1,5
1954,2047-07-22,Singapore,Summer,40.0,41.4,Partly Cloudy,91,993,29,34,9,4,24
1955,2047-07-27,Toronto,Spring,10.8,8.4,Rainy,88,1029,32,80,88,0,3
1956,2047-08-01,Singapore,Summer,48.1,49.3,Partly Cloudy,78,1005,17,41,24,5,22
1957,2047-08-06,Dubai,Fall,32.9,36.2,Partly Cloudy,92,987,13,44,14,5,11
1958,2047-08-11,Singapore,Winter,17.5,17.3,Partly Cloudy,61,984,21,67,22,4,26
1959,2047-08-16,Toronto,Summer,20.4,20.4,Partly Cloudy,39,986,20,74,7,6,10
1960,2047-08-21,Toronto,Summer,29.8,29.8,Partly Cloudy,40,995,0,46,17,5,19
1961,2047-08-26,New York,Fall,20.9,18.4,Rainy,91,993,48,78,72,1,5
1962,2047-08-31,Singapore,Winter,27.2,23.7,Partly Cloudy,76,1016,42,29,14,6,19
1963,2047-09-05,Sydney,Winter,0.7,0.7,Partly Cloudy,63,1020,14,23,6,5,21
1964,2047-09-10,Mumbai,Fall,28.0,25.0,Cloudy,46,983,35,65,47,3,7
1965,2047-09-15,London,Spring,16.2,11.0,Partly Cloudy,83,1015,46,42,20,6,10
1966,2047-09-20,Toronto,Summer,17.1,16.9,Partly Cloudy,69,1027,21,33,8,5,28
1967,2047-09-25,Tokyo,Spring,12.8,10.6,Partly Cloudy,48,996,31,22,23,6,10
1968,2047-09-30,Mumbai,Summer,40.5,37.3,Partly Cloudy,82,1026,45,60,9,6,28
1969,2047-10-05,Berlin,Summer,35.6,36.7,Cloudy,93,1015,32,94,58,4,8
1970,2047-10-10,Singapore,Spring,32.1,29.0,Partly Cloudy,76,985,40,36,13,4,22
1971,2047-10-15,Dubai,Fall,17.4,13.8,Sunny,35,995,38,12,4,7,23
1972,2047-10-20,London,Fall,5.7,5.3,Cloudy,45,1008,22,96,27,2,12
1973,2047-10-25,Tokyo,Summer,26.7,22.3,Cloudy,47,1015,42,70,53,3,7
1974,2047-10-30,Mumbai,Fall,25.7,27.4,Rainy,81,1017,1,95,84,1,4
1975,2047-11-04,Singapore,Summer,39.3,40.3,Sunny,77,1016,1,6,3,11,20
1976,2047-11-09,New York,Fall,6.6,3.2,Partly Cloudy,72,1027,37,41,24,6,18
1977,2047-11-14,Berlin,Summer,21.7,20.1,Partly Cloudy,68,1027,28,37,11,5,15
1978,2047-11-19,London,Fall,10.7,5.7,Cloudy,78,989,45,51,55,2,14
1979,2047-11-24,Sydney,Winter,12.0,12.0,Partly Cloudy,41,1020,2,43,25,4,13
1980,2047-11-29,New York,Spring,5.0,1.4,Partly Cloudy,39,1015,38,63,19,4,14
1981,2047-12-04,Tokyo,Winter,1.2,1.2,Sunny,84,1008,6,12,1,7,18
1982,2047-12-09,London,Spring,17.4,14.4,Cloudy,30,993,35,87,21,2,5
1983,2047-12-14,New York,Spring,14.0,12.4,Partly Cloudy,78,983,28,27,18,6,24
1984,2047-12-19,Berlin,Summer,18.6,15.4,Cloudy,65,1023,36,95,24,1,11
1985,2047-12-24,Sydney,Spring,21.6,16.0,Partly Cloudy,50,1021,48,81,16,4,10
1986,2047-12-29,New York,Winter,-2.1,-5.1,Cloudy,66,1015,35,97,57,3,5
1987,2048-01-03,Paris,Winter,10.2,9.8,Cloudy,53,1029,22,97,47,2,13
1988,2048-01-08,Sydney,Fall,14.5,9.7,Sunny,84,1024,44,0,5,9,13
1989,2048-01-13,Tokyo,Winter,3.7,3.7,Partly Cloudy,54,992,15,42,16,4,18
1990,2048-01-18,Berlin,Fall,-1.9,-7.3,Partly Cloudy,36,1025,47,41,28,7,14
1991,2048-01-23,Singapore,Spring,26.6,24.6,Cloudy,53,997,30,94,52,3,7
1992,2048-01-28,Dubai,Winter,25.1,22.5,Partly Cloudy,40,1012,33,49,11,7,27
1993,2048-02-02,Dubai,Spring,31.8,26.0,Cloudy,41,1000,49,59,31,2,13
1994,2048-02-07,Dubai,Winter,19.4,19.4,Sunny,64,995,0,0,6,7,13
1995,2048-02-12,London,Winter,5.0,5.0,Partly Cloudy,92,994,17,50,13,7,16
1996,2048-02-17,Tokyo,Fall,16.2,12.4,Sunny,86,984,39,15,3,7,10
1997,2048-02-22,Berlin,Spring,6.1,1.7,Partly Cloudy,42,985,42,38,19,6,25
1998,2048-02-27,Sydney,Winter,6.9,6.9,Sunny,52,1017,14,14,6,8,15
1999,2048-03-03,London,Summer,21.2,15.8,Partly Cloudy,68,982,47,32,16,5,15
2000,2048-03-08,Tokyo,Spring,13.2,7.6,Cloudy,41,1027,48,86,41,4,10
2001,2048-03-13,Singapore,Spring,32.2,32.2,Partly Cloudy,63,991,16,52,8,6,14
2002,2048-03-18,Paris,Spring,18.1,13.5,Cloudy,60,1015,43,97,29,4,5
2003,2048-03-23,Berlin,Fall,5.8,5.8,Sunny,91,1012,9,16,7,10,29
2004,2048-03-28,Dubai,Summer,48.3,48.3,Cloudy,42,1015,19,88,54,4,14
2005,2048-04-02,New York,Spring,20.1,20.1,Sunny,60,1012,5,5,7,11,10
2006,2048-04-07,Berlin,Winter,-5.8,-5.8,Partly Cloudy,31,1010,7,30,9,5,13
2007,2048-04-12,Toronto,Winter,-8.2,-13.0,Partly Cloudy,44,1000,44,68,8,5,17
2008,2048-04-17,Tokyo,Fall,15.0,12.4,Partly Cloudy,86,1006,33,39,23,7,10
2009,2048-04-22,Mumbai,Winter,19.4,17.2,Partly Cloudy,63,1006,31,29,19,4,17
2010,2048-04-27,Singapore,Spring,29.2,25.0,Cloudy,58,987,41,68,49,2,12
2011,2048-05-02,Paris,Winter,-6.1,-6.1,Partly Cloudy,45,1016,3,75,27,4,26
2012,2048-05-07,Singapore,Spring,31.1,26.5,Sunny,68,1011,43,6,6,7,18
2013,2048-05-12,Berlin,Winter,3.3,-2.5,Sunny,66,1005,49,12,5,11,15
2014,2048-05-17,Mumbai,Summer,47.6,44.0,Sunny,50,981,38,3,2,8,10
2015,2048-05-22,Toronto,Fall,8.9,8.9,Partly Cloudy,73,991,19,49,29,5,18
2016,2048-05-27,Sydney,Fall,19.7,19.1,Sunny,48,1001,23,2,1,11,10
2017,2048-06-01,New York,Summer,24.4,23.8,Sunny,37,996,23,11,2,11,23
2018,2048-06-06,Mumbai,Summer,50.0,49.0,Cloudy,70,986,25,64,52,3,12
2019,2048-06-11,Tokyo,Fall,26.7,28.9,Partly Cloudy,90,1022,24,26,11,6,20
2020,2048-06-16,Dubai,Summer,38.8,35.8,Partly Cloudy,55,983,35,49,6,5,17
